princessofcrazi,can  anyone  on  lithium  tell  me  how  long  the  side effects last ?!? #bipolar1 #mentalhealth #hatethis,no retweet username,"[{'text': 'bipolar1', 'indices': [74, 83]}, {'text': 'mentalhealth', 'indices': [84, 97]}, {'text': 'hatethis', 'indices': [98, 107]}]",2014-10-03 20:24:55+00:00,349,472,[]
1stDarwin,some brain disorders such as bipolar disorder that causes brain weakness and mulfunctionings can be cured using... http://t.co/jy1eczufkr,no retweet username,[],2014-10-03 15:15:22+00:00,1481,1464,[]
princessofcrazi,are there any lovely bipolar 1 people i can connect with?  #mentalhealth #bipolar #bipolarlife #bipolar1 #stopthestigma,no retweet username,"[{'text': 'Mentalhealth', 'indices': [59, 72]}, {'text': 'bipolar', 'indices': [73, 81]}, {'text': 'BIPOLARLIFE', 'indices': [82, 94]}, {'text': 'bipolar1', 'indices': [95, 104]}, {'text': 'stopthestigma', 'indices': [105, 119]}]",2014-10-03 03:27:25+00:00,349,472,[]
hasbeemasputra,cyclothymic patients do no fulfil the criteria for either mania or depression. #bipolar,no retweet username,"[{'text': 'Bipolar', 'indices': [79, 87]}]",2014-10-01 11:25:48+00:00,4336,2058,[]
princessofcrazi,i just  would  like  one  day  to  just  feel  really  nice  and  calm.  #bipolar1 #mentalhealth #hatethis #selfharm #bipolar #notbalanced,no retweet username,"[{'text': 'bipolar1', 'indices': [73, 82]}, {'text': 'mentalhealth', 'indices': [83, 96]}, {'text': 'hatethis', 'indices': [97, 106]}, {'text': 'selfharm', 'indices': [107, 116]}, {'text': 'bipolar', 'indices': [117, 125]}, {'text': 'notbalanced', 'indices': [126, 138]}]",2014-09-30 20:25:19+00:00,349,472,[]
princessofcrazi,yay  on  top  of  being insane i have  a lovely cold. #bipolar1 #hatethis #exhaustion #wtf #unhappy #coulduseahug,no retweet username,"[{'text': 'bipolar1', 'indices': [54, 63]}, {'text': 'hatethis', 'indices': [64, 73]}, {'text': 'exhaustion', 'indices': [74, 85]}, {'text': 'wtf', 'indices': [86, 90]}, {'text': 'unhappy', 'indices': [91, 99]}, {'text': 'coulduseahug', 'indices': [100, 113]}]",2014-09-30 20:20:04+00:00,349,472,[]
NerdCage9,but #oomf is somebody that i hate to love... #bipolar1,no retweet username,"[{'text': 'oomf', 'indices': [4, 9]}, {'text': 'bipolar1', 'indices': [45, 54]}]",2014-09-30 14:54:19+00:00,18754,214,[]
CatDeTriz,@tmz oh no she is inducing mania.  its self inflicted bipolar disorder. that is terrible,no retweet username,[],2014-09-30 08:11:31+00:00,636,1162,[]
princessofcrazi,"why is it acceptable in our culture to yell at people like me with mental illness ""ur too loud/ too angry etc"" ?! #wtf #bipolar1 #angry",no retweet username,"[{'text': 'wtf', 'indices': [114, 118]}, {'text': 'bipolar1', 'indices': [119, 128]}, {'text': 'angry', 'indices': [129, 135]}]",2014-09-29 23:46:41+00:00,349,472,[]
joeemgee,"""being bipolar is a demon possession that can be cured thru prayers."" - hopefully prayers can cure this mofo's ignorance!",Alskoin,[],2014-09-29 08:42:59+00:00,1834,2100,[]
Alskoin,"""being bipolar is a demon possession that can be cured thru prayers."" - hopefully prayers can cure this mofo's ignorance!",no retweet username,[],2014-09-29 08:24:16+00:00,2309,964,[]
Mrspacely_93,bipolar depression can be cured by natural substances...,no retweet username,[],2014-09-29 03:55:28+00:00,1083,1555,[]
princessofcrazi,it  makes  me  feel so  special  to  get  followed everyday. thank you! #bipolar1 #mentalhealth #grateful,no retweet username,"[{'text': 'bipolar1', 'indices': [72, 81]}, {'text': 'mentalhealth', 'indices': [82, 95]}, {'text': 'grateful', 'indices': [96, 105]}]",2014-09-29 01:27:31+00:00,349,472,[]
princessofcrazi,i will  go  to  yale law school.  i mean  people go  there. my illness  will not  drag me  down. #bipolar1 #mentalhealth #beaware #dreambig,no retweet username,"[{'text': 'bipolar1', 'indices': [97, 106]}, {'text': 'mentalhealth', 'indices': [107, 120]}, {'text': 'beaware', 'indices': [121, 129]}, {'text': 'dreambig', 'indices': [130, 139]}]",2014-09-28 13:23:24+00:00,349,472,[]
princessofcrazi,my last tweet was by no means a competition to someone else with mental health problems. #bipolar1 #mentalhealth #frustrated #clarification,no retweet username,"[{'text': 'bipolar1', 'indices': [89, 98]}, {'text': 'mentalhealth', 'indices': [99, 112]}, {'text': 'frustrated', 'indices': [113, 124]}, {'text': 'clarification', 'indices': [125, 139]}]",2014-09-26 18:35:27+00:00,349,472,[]
princessofcrazi,why do i feel i must compensate for how i  was prior to  my  diagnosis?  #bipolar1 #mentalhealth #frustrated #trying http://t.co/xsxdwfgnnt,no retweet username,"[{'text': 'bipolar1', 'indices': [73, 82]}, {'text': 'mentalhealth', 'indices': [83, 96]}, {'text': 'frustrated', 'indices': [97, 108]}, {'text': 'trying', 'indices': [109, 116]}]",2014-09-26 12:59:53+00:00,349,472,[]
GeoffKirkland,"from the national institute of mental heath:""bipolar cannot be cured.""what hopelessness.but god's word is the sufficient help to god's child",no retweet username,[],2014-09-26 10:38:20+00:00,927,391,[]
princessofcrazi,i can  legitmately organize anything #bipolarperks #ocd #mentalhealth #bipolar1 #mentalhealth #beaware #imok http://t.co/sgs5sitxdj,no retweet username,"[{'text': 'bipolarperks', 'indices': [37, 50]}, {'text': 'ocd', 'indices': [51, 55]}, {'text': 'mentalhealth', 'indices': [56, 69]}, {'text': 'bipolar1', 'indices': [70, 79]}, {'text': 'mentalhealth', 'indices': [80, 93]}, {'text': 'beaware', 'indices': [94, 102]}, {'text': 'Imok', 'indices': [103, 108]}]",2014-09-25 23:33:26+00:00,349,472,[]
princessofcrazi,"best  not  to  give  examples  to help his ""case"" against me. #bipolar1 #mentalhealth #frustrated #wisemind #dbt #learnit #bipolar #mania",no retweet username,"[{'text': 'bipolar1', 'indices': [62, 71]}, {'text': 'mentalhealth', 'indices': [72, 85]}, {'text': 'frustrated', 'indices': [86, 97]}, {'text': 'wisemind', 'indices': [98, 107]}, {'text': 'dbt', 'indices': [108, 112]}, {'text': 'learnit', 'indices': [113, 121]}, {'text': 'bipolar', 'indices': [122, 130]}, {'text': 'mania', 'indices': [131, 137]}]",2014-09-24 04:22:59+00:00,349,472,[]
princessofcrazi,i think i just want to go home and snuggle with the pups and my kitten. #animalsdontjudge #needtosleep #bipolar1 #suffering #overit,no retweet username,"[{'text': 'animalsdontjudge', 'indices': [72, 89]}, {'text': 'needtosleep', 'indices': [90, 102]}, {'text': 'bipolar1', 'indices': [103, 112]}, {'text': 'suffering', 'indices': [113, 123]}, {'text': 'overit', 'indices': [124, 131]}]",2014-09-23 18:38:37+00:00,349,472,[]
princessofcrazi,on stigma - http://t.co/vmtmndkd7k #bipolar1 #mentalhealth #hatethis #selfharm? #stigma # pain,no retweet username,"[{'text': 'bipolar1', 'indices': [35, 44]}, {'text': 'mentalhealth', 'indices': [45, 58]}, {'text': 'hatethis', 'indices': [59, 68]}, {'text': 'selfharm', 'indices': [69, 78]}, {'text': 'stigma', 'indices': [80, 87]}]",2014-09-23 09:01:24+00:00,349,472,[]
tayloreddie,"@nickneibauer ... beardless as a sign he's been ""cured"" of his bipolar disorder no less. the girl was cute, if annoying.",no retweet username,[],2014-09-23 06:36:04+00:00,791,230,[]
ryfudetabif,chaos to #anticonvulsants cured: the true story of defeating bipolar http://t.co/fmbznxw2ks,no retweet username,"[{'text': 'anticonvulsants', 'indices': [9, 25]}]",2014-09-23 01:51:18+00:00,154,20,[]
JenRaeFrances,new blog post - why bipolar disorder is no laughing matter #joycott #endmentalhealthstigma http://t.co/tznspxvy4j,no retweet username,"[{'text': 'joycott', 'indices': [59, 67]}, {'text': 'endmentalhealthstigma', 'indices': [68, 90]}]",2014-09-22 10:38:10+00:00,182,120,[]
princessofcrazi,"i've  decided i have  a broken  heart, broken  soul and a broken brain. #bipolar1 #mentalhealth #frustrated #tired #trying #bipolar #mania",no retweet username,"[{'text': 'bipolar1', 'indices': [72, 81]}, {'text': 'mentalhealth', 'indices': [82, 95]}, {'text': 'frustrated', 'indices': [96, 107]}, {'text': 'tired', 'indices': [108, 114]}, {'text': 'trying', 'indices': [115, 122]}, {'text': 'bipolar', 'indices': [123, 131]}, {'text': 'mania', 'indices': [132, 138]}]",2014-09-22 02:27:56+00:00,349,472,[]
princessofcrazi,always the pretty ones he said. in reference to the bipolar. #bipolar1 #mentalhealth #hatethis #selfharm #sad #ithurts #feelingunpretty,no retweet username,"[{'text': 'bipolar1', 'indices': [61, 70]}, {'text': 'mentalhealth', 'indices': [71, 84]}, {'text': 'hatethis', 'indices': [85, 94]}, {'text': 'selfharm', 'indices': [95, 104]}, {'text': 'sad', 'indices': [105, 109]}, {'text': 'ithurts', 'indices': [110, 118]}, {'text': 'feelingunpretty', 'indices': [119, 135]}]",2014-09-21 22:59:44+00:00,349,472,[]
IAMGLOSTER_,i swear when i was little everybody claimed they were bipolar 😒 guess they were cured,no retweet username,[],2014-09-21 21:06:03+00:00,4,29,[]
princessofcrazi,i think  i'm  never  going  to  accept this way  of  of  being. #bipolar1 #mentalhealth #hatethis #selfharm #bipolar #mania #notbalanced,no retweet username,"[{'text': 'bipolar1', 'indices': [64, 73]}, {'text': 'mentalhealth', 'indices': [74, 87]}, {'text': 'hatethis', 'indices': [88, 97]}, {'text': 'selfharm', 'indices': [98, 107]}, {'text': 'bipolar', 'indices': [108, 116]}, {'text': 'mania', 'indices': [117, 123]}, {'text': 'notbalanced', 'indices': [124, 136]}]",2014-09-20 03:14:43+00:00,349,472,[]
princessofcrazi,iop x3 a for  3 hrs + 1 hour  of  therapy +  1 hour with  the  psychiatrist every 2 wks + 6 meds🚫does  not  work #bipolar1 #mentalhealth,no retweet username,"[{'text': 'bipolar1', 'indices': [113, 122]}, {'text': 'mentalhealth', 'indices': [123, 136]}]",2014-09-20 03:12:43+00:00,349,472,[]
princessofcrazi,i realized how  much  time  and  love i've  wasted. researching. love letters. i hate me. #ocd #mentalhealth #bipolar1 #frustrated ##scars,no retweet username,"[{'text': 'ocd', 'indices': [90, 94]}, {'text': 'mentalhealth', 'indices': [95, 108]}, {'text': 'bipolar1', 'indices': [109, 118]}, {'text': 'frustrated', 'indices': [119, 130]}, {'text': 'scars', 'indices': [132, 138]}]",2014-09-20 03:08:25+00:00,349,472,[]
princessofcrazi,well  bc  clearly i'm  not  allowed  a day  off and  he  is  a fucking ass. i  cut tonight. #bipolar1 #mentalhealth #hatethis #selfharm,no retweet username,"[{'text': 'bipolar1', 'indices': [92, 101]}, {'text': 'mentalhealth', 'indices': [102, 115]}, {'text': 'hatethis', 'indices': [116, 125]}, {'text': 'selfharm', 'indices': [126, 135]}]",2014-09-20 03:06:22+00:00,349,472,[]
natasha_tracy,#bipolar disorder i: #mania and delusions of grandeur http://t.co/56bc5kwbyc #mentalillness #mentalhealth #bipolar1,no retweet username,"[{'text': 'Bipolar', 'indices': [0, 8]}, {'text': 'Mania', 'indices': [21, 27]}, {'text': 'mentalillness', 'indices': [77, 91]}, {'text': 'mentalhealth', 'indices': [92, 105]}, {'text': 'bipolar1', 'indices': [106, 115]}]",2014-09-19 18:01:48+00:00,32843,13092,[]
GillW23,@ohhhh_her that was exactly what i did!! forget the bipolar/schizophrenia- it can all be cured by a bit of sun! #miraclecure x,no retweet username,"[{'text': 'miraclecure', 'indices': [112, 124]}]",2014-09-19 08:03:44+00:00,507,803,[]
haydsmummy2011,fact.  #bipolar1 #quotestoliveby #anxietyproblems #mentalhealth #frustrated #trying #scars http://t.co/as4byjfzfr,princessofcrazi,"[{'text': 'bipolar1', 'indices': [28, 37]}, {'text': 'quotestoliveby', 'indices': [38, 53]}, {'text': 'anxietyproblems', 'indices': [54, 70]}, {'text': 'mentalhealth', 'indices': [71, 84]}, {'text': 'frustrated', 'indices': [85, 96]}, {'text': 'trying', 'indices': [97, 104]}, {'text': 'scars', 'indices': [105, 111]}]",2014-09-19 06:45:34+00:00,288,543,[]
SAHFiancee,i meet people  and  i think  you're so  lucky i'm medicated. don't  let  my  pretty smile fool you. #bipolar1 #hatethis #ucouldbewrong,princessofcrazi,"[{'text': 'bipolar1', 'indices': [121, 130]}]",2014-09-19 03:27:21+00:00,171,589,[]
SAHFiancee,fact.  #bipolar1 #quotestoliveby #anxietyproblems #mentalhealth #frustrated #trying #scars http://t.co/as4byjfzfr,princessofcrazi,"[{'text': 'bipolar1', 'indices': [28, 37]}, {'text': 'quotestoliveby', 'indices': [38, 53]}, {'text': 'anxietyproblems', 'indices': [54, 70]}, {'text': 'mentalhealth', 'indices': [71, 84]}, {'text': 'frustrated', 'indices': [85, 96]}, {'text': 'trying', 'indices': [97, 104]}, {'text': 'scars', 'indices': [105, 111]}]",2014-09-19 03:26:18+00:00,171,589,[]
princessofcrazi,fact.  #bipolar1 #quotestoliveby #anxietyproblems #mentalhealth #frustrated #trying #scars http://t.co/as4byjfzfr,no retweet username,"[{'text': 'bipolar1', 'indices': [7, 16]}, {'text': 'quotestoliveby', 'indices': [17, 32]}, {'text': 'anxietyproblems', 'indices': [33, 49]}, {'text': 'mentalhealth', 'indices': [50, 63]}, {'text': 'frustrated', 'indices': [64, 75]}, {'text': 'trying', 'indices': [76, 83]}, {'text': 'scars', 'indices': [84, 90]}]",2014-09-19 01:06:43+00:00,349,472,[]
princessofcrazi,who  only  worked 11 hours today?!  this girl!!  #paralegalproblems #ocd #mentalhealth #bipolar1 #hatethis #exhaustion #lawyers,no retweet username,"[{'text': 'paralegalproblems', 'indices': [49, 67]}, {'text': 'ocd', 'indices': [68, 72]}, {'text': 'mentalhealth', 'indices': [73, 86]}, {'text': 'bipolar1', 'indices': [87, 96]}, {'text': 'hatethis', 'indices': [97, 106]}, {'text': 'exhaustion', 'indices': [107, 118]}, {'text': 'lawyers', 'indices': [119, 127]}]",2014-09-19 00:45:12+00:00,349,472,[]
princessofcrazi,i say  yes  to  everyone.  i  need  down  time. i  need  me  time. #bipolar1 #mentalhealth #hatethis #ucouldbewrong #frustrated #tired,no retweet username,"[{'text': 'bipolar1', 'indices': [67, 76]}, {'text': 'mentalhealth', 'indices': [77, 90]}, {'text': 'hatethis', 'indices': [91, 100]}, {'text': 'ucouldbewrong', 'indices': [101, 115]}, {'text': 'frustrated', 'indices': [116, 127]}, {'text': 'tired', 'indices': [128, 134]}]",2014-09-18 03:15:56+00:00,349,472,[]
princessofcrazi,i meet people  and  i think  you're so  lucky i'm medicated. don't  let  my  pretty smile fool you. #bipolar1 #hatethis #ucouldbewrong,no retweet username,"[{'text': 'bipolar1', 'indices': [100, 109]}, {'text': 'hatethis', 'indices': [110, 119]}, {'text': 'ucouldbewrong', 'indices': [120, 134]}]",2014-09-18 02:44:03+00:00,349,472,[]
princessofcrazi,long  day full  of  being berrated by  a bald middle aged asshole atty. #bipolar1 #mentalhealth #frustrated #tired #paralegalproblems #ocd,no retweet username,"[{'text': 'bipolar1', 'indices': [72, 81]}, {'text': 'mentalhealth', 'indices': [82, 95]}, {'text': 'frustrated', 'indices': [96, 107]}, {'text': 'tired', 'indices': [108, 114]}, {'text': 'paralegalproblems', 'indices': [115, 133]}, {'text': 'ocd', 'indices': [134, 138]}]",2014-09-18 01:59:31+00:00,349,472,[]
NoMoStigma1,"why  was  i ""blessed"" to  be in  1% of  population who is bipolar 1. #bipolar1 #mentalhealth #beaware #bipolar #beyou #hatethis #sad",princessofcrazi,"[{'text': 'bipolar1', 'indices': [90, 99]}, {'text': 'mentalhealth', 'indices': [100, 113]}, {'text': 'beaware', 'indices': [114, 122]}, {'text': 'bipolar', 'indices': [123, 131]}, {'text': 'beyou', 'indices': [132, 138]}]",2014-09-18 01:50:54+00:00,4039,4772,[]
stanfel56,@gearyjake @jake_qz he's cleaned him self up so much. he has bipolar disorder and once he was cured he started a mental health foundation,no retweet username,[],2014-09-17 21:52:23+00:00,395,484,[]
